title,author,url,source,category,fact
"Fantasy Football Week 16 Wide Receiver Preview: Waiver adds, DFS plays, and more",Heath Cummings,https://www.cbssports.com/fantasy/football/news/fantasy-football-week-16-wide-receiver-preview-waiver-adds-dfs-plays-and-more/,CBSSports.com,sports,"152.67 -- After missing last week's game, Tyreek Hill now needs to average almost 153 yards per game in his final three to reach his stated goal of 2,000 receiving yards this season."
"Fantasy Football Week 16 Wide Receiver Preview: Waiver adds, DFS plays, and more",Heath Cummings,https://www.cbssports.com/fantasy/football/news/fantasy-football-week-16-wide-receiver-preview-waiver-adds-dfs-plays-and-more/,CBSSports.com,sports,"-- After missing last week's game, Tyreek Hill now needs to average almost 153 yards per game in his final three to reach his stated goal of 2,000 receiving yards this season."
"NFL awards odds: Six longshots bettors should consider for MVP, OPOY, DPOY and more",Travis Pulver,https://www.sportingnews.com/us/betting/news/nfl-awards-odds-longshots-mvp-opoy-dpoy/ed7dc8b5ba19eb3e71c53349,Sporting News,sports,"Of Miami's five remaining opponents, four have pass defenses ranked in the league's top eight."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"Google unveils new hardware: This week was Google’s annual hardware event, where the search and consumer tech giant showed off what it’s been working on."
Is Google Search better than the rest? And is that fair?,Tim Biggs,https://www.theage.com.au/technology/is-google-search-better-than-the-rest-and-is-that-fair-20231012-p5ebsk.html?ref=rss&utm_medium=rss&utm_source=rss_technology,The Age,technology,"She admits that she may have misinterpreted the evidence, but maintains that Google manipulates Search to maximise ad revenue."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
The restaurant nearest Google,Mia Sato,https://www.theverge.com/2023/10/26/23931825/google-search-local-seo-thai-food-near-me-maps,The Verge,technology,"Google’s public documentation says it uses three categories to rank results that are local to a searcher: relevance, distance, and prominence."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"Google unveils new hardware: This week was Google’s annual hardware event, where the search and consumer tech giant showed off what it’s been working on."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
Apple defends Google Search deal in court: ‘There wasn’t a valid alternative’,David Pierce,https://www.theverge.com/2023/9/26/23891037/apple-eddy-cue-testimony-us-google,The Verge,technology,"“Certainly there wasn’t a valid alternative to Google at the time,” Cue said."
5 things we learned so far about the Google antitrust case,Rebecca Bellan,https://techcrunch.com/2023/10/30/5-things-we-learned-so-far-about-the-google-antitrust-case/,TechCrunch,technology,"Monday’s trial hearing revealed plenty of juicy tidbits, including the $26.3 billion Google spent making itself the default search engine across platforms in 2021, how Google tried to take it further and have Chrome preinstalled on iPhones and more."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
Taylor Swift reveals secret start to her relationship with Travis Kelce,Amber Raiken,https://www.independent.co.uk/life-style/taylor-swift-travis-kelce-relationship-b2459441.html,The Independent - Life and Style,entertainment,"Elsewhere in the conversation with Time, the “Anti-Hero” singer said that she tries not to let the paparazzi get to her, even though so many of her outings with pals go on to make headlines."
Travis Kelce faces backlash after comments about ‘finding a breeder’ resurface amid Taylor Swift romance,Amber Raiken,https://www.independent.co.uk/life-style/travis-kelce-taylor-swift-children-b2438558.html,The Independent - Life and Style,entertainment,"“She’s got the Eras Tour booked all through next year, and she’d rather die than cancel a show."
Taylor Swift is Time’s Person of the Year,Chelsea Ritschel,https://www.independent.co.uk/life-style/taylor-swift-time-person-of-the-year-b2459419.html,The Independent - Life and Style,entertainment,"Now, Swift has shared that she has nothing to hide in her new relationship with Kelce."
Tim Sweeney on Epic’s victory royale over Google,Sean Hollister,https://www.theverge.com/23996474/epic-tim-sweeney-interview-win-google-antitrust-lawsuit-district-court,The Verge,technology,"For all the other benefits they get from Android, Google could solve this problem today if they wanted to."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
8 predictions for AI in 2024,Devin Coldewey,https://techcrunch.com/2023/12/19/8-predictions-for-ai-in-2024/,TechCrunch,technology,"The “app store for AI” will be pushed hard as the platform to get your AI toys and tools from, and never mind Hugging Face or any open source models."
How ego and fear fuelled the rise of artificial intelligence,"Cade Metz, Karen Weise, Nico Grant and Mike Isaac",https://www.theage.com.au/business/entrepreneurship/how-ego-and-fear-fuelled-the-rise-of-artificial-intelligence-20231205-p5ep7j.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Age,business,"OpenAI was founded in late 2015, just a few months after he met with Altman at the Rosewood hotel in Silicon Valley."
ChatGPT: Everything you need to know about the AI-powered chatbot,Alyssa Stringer,https://techcrunch.com/2023/09/28/chatgpt-everything-to-know-about-the-ai-chatbot/,TechCrunch,technology,OpenAI announced that GPT-4 with vision will become available alongside the upcoming launch of GPT-4 Turbo API.
"Donald Trump defrauded banks with 'fantasy' to build his real estate empire, judge rules in a major repudiation against the former president","Michael R. Sisak, The Associated Press",https://fortune.com/2023/09/26/donald-trump-fraud-banks-insurers-real-estate-judge-new-york/,Fortune,business,"No apartment in New York City has ever sold for close to that amount, James said."
The $777 million surprise: Donald Trump is getting richer,Tom Maloney,https://www.theage.com.au/business/companies/the-777-million-surprise-donald-trump-is-getting-richer-20231108-p5eicf.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Age,business,The prosecution argues that was to mask a drop in the value of one of his other properties.
"Amazon’s Tye Brady discusses generative AI, humanoid robots and mobile manipulation",Brian Heater,https://techcrunch.com/2023/10/28/2620382/,TechCrunch,technology,"But given Amazon’s immense resources, you’re able to build factories, ground up."
The best portable chargers for your gear,Cameron Faulkner,https://www.polygon.com/what-to-buy/23672627/best-power-bank-portable-chargers,Polygon,entertainment,"You can get this two-pack at Amazon for $15.99, so you can keep one at home and then put the other in a bag you bring around during everyday travels."
78 Absolute Best October Prime Day Deals (2023),Scott Gilbertson,https://www.wired.com/story/best-october-prime-day-deals-2023-5/,Wired,technology,"During Prime Day this past summer, Amazon introduced invite-only deals—a system to help make it easier for Prime members to access deals that are expected to sell out quickly—and the company brought it back for Prime Big Deal Days."
Amazon sellers sound off on the FTC's 'long-overdue' antitrust case,,https://www.cnbc.com/2023/10/06/amazon-sellers-sound-off-on-the-ftcs-long-overdue-antitrust-case.html,Cnbc | World Business News Leader,business,"“Selling on Amazon is a life-changing opportunity and the amount of sellers that throw stones at the platform is astounding,” one user wrote."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"But “all of that, all of it, was built on lies,” Rehn declared to the jury."
